102 Dalmatians	/wiki/102_Dalmatians	2000	Kevin Lima	Glenn Close, Gérard Depardieu, Alice Evans	Comedy, family	Walt Disney; preceded by 101 Dalmatians	USA
10th & Wolf	/wiki/10th_%26_Wolf	2006	Robert Moresco	James Marsden, Giovanni Ribisi	Crime drama	NULL	USA
11 Harrowhouse	/wiki/11_Harrowhouse	1974	Aram Avakian	Charles Grodin, Candice Bergen	Thriller	NULL	UK
11 Harrowhouse	/wiki/11_Harrowhouse	1974	Aram Avakian	Charles Grodin, Candice Bergen, James Mason, Trevor Howard	Drama	Fox	USA
11-11-11	/wiki/11-11-11_(film)	2011	Darren Lynn Bousman	Timothy Gibbs, Michael Landes, Wendy Glenn, Benjamin Cook, Lolo Herrero, Salome Jimenez, Brendan Price, Denis Rafter, Angela Rosal, Lluis Soler	Horror thriller	Big Air Studios, Rocket Releasing	USA
11:14	/wiki/11:14	2003	Greg Marcks	Henry Thomas, Blake Heron, Barbara Hershey, Clark Gregg	Crime drama	NULL	USA
12 Angry Men	/wiki/12_Angry_Men_(1957_film)	1957	Sidney Lumet	Lee J. Cobb, Henry Fonda, E.G. Marshall, Jack Warden, Jack Klugman, Ed Begley, Martin Balsam, Robert Webber, Joseph Sweeney, John Fiedler, George Voskovec, Edward Binns	Drama	Based on teleplay	USA
12 Angry Men	/wiki/12_Angry_Men_(1997_film)	1997	William Friedkin	Jack Lemmon, George C. Scott, James Gandolfini, Ossie Davis, William Petersen, Hume Cronyn, Edward James Olmos, Courtney B. Vance, Mykelti Williamson, Dorian Harewood, Armin Mueller-Stahl, Tony Danza	Drama	Made for TV	USA
12 Rounds	/wiki/12_Rounds_(film)	2009	Renny Harlin	John Cena, Ashley Scott, Steve Harris, Aidan Gillen, Brian J. White, Taylor Cole	Action	Fox Atomic, WWE Studios	USA
12 Rounds 2: Reloaded	/wiki/12_Rounds_2:_Reloaded	2013	Roel Reiné	Randy Orton, Brian Markinson, Venus Terzo	Action	20th Century Fox, WWE Studios Direct-to-video	USA
12 Years a Slave	/wiki/12_Years_a_Slave_(film)	2013	Steve McQueen	Chiwetel Ejiofor, Michael Fassbender, Benedict Cumberbatch, Paul Dano, Paul Giamatti, Lupita Nyong'o, Sarah Paulson, Brad Pitt	Historical Drama	Summit Entertainment Based on Twelve Years a Slave by Solomon Northup	UK
12 Years a Slave	/wiki/12_Years_a_Slave_(film)	2013	Steve McQueen	Chiwetel Ejiofor, Michael Fassbender, Benedict Cumberbatch, Paul Dano, Paul Giamatti, Lupita Nyong'o, Sarah Paulson, Brad Pitt, Alfre Woodard	Drama	Fox Searchlight Pictures Based on the autobiography of the same name by Solomon Northup	USA
12/12/12	/wiki/12/12/12_(film)	2012	Jared Cohn	Sara Malakul Lane, Jesus Guevara, Steve Hanks, Carl Donelson, Laura Ramos	Horror	The Asylum	USA
127 Hours	/wiki/127_Hours	2010	Danny Boyle	James Franco, Amber Tamblyn, Kate Mara, Clémence Poésy, Lizzy Caplan	Biography, Drama	Fox Searchlight Pictures Adapted from Between a Rock and a Hard Place by Aron Ralston	USA
12:01 PM	/wiki/12:01_PM_(1990_film)	1990	Jonathan Heap	Kurtwood Smith	Short subject	25 minutes	USA
13 Ghosts	/wiki/13_Ghosts	1960	William Castle	Charles Herbert, Jo Morrow	Horror	NULL	USA
13 Going on 30	/wiki/13_Going_on_30	2004	Gary Winick	Jennifer Garner, Mark Ruffalo	Comedy	Columbia Pictures, Revolution Studios	USA
13 Men and a Gun	/wiki/13_Men_and_a_Gun	1938	Mario Zampi	Arthur Wontner, Clifford Evans	War	co-produced with Italy	UK
13 Moons	/wiki/13_Moons	2002	Alexandre Rockwell	Jennifer Beals, Elizabeth Bracco, Steve Buscemi	Comedy, Drama	NULL	USA
13 Rue Madeleine	/wiki/13_Rue_Madeleine	1947	Henry Hathaway	James Cagney, Annabella, Richard Conte	Spy	NULL	USA
13 Sins	/wiki/13_Sins	2014	Daniel Stamm	Devon Graye Mark Webber Ron Perlman	Horror	Dimension Films Remake of 13 Beloved (2006)	USA
1408	/wiki/1408_(film)	2007	Mikael Håfström	John Cusack, Samuel L. Jackson	Horror	Dimension Films. Based on the short story by Stephen King	USA
1492: Conquest of Paradise	/wiki/1492:_Conquest_of_Paradise	1992	Ridley Scott	Gérard Depardieu, Armand Assante, Sigourney Weaver	Drama, Biography	on Christopher Columbus	USA
1492: Conquest of Paradise	/wiki/1492:_Conquest_of_Paradise	1992	Ridley Scott	Gérard Depardieu, Sigourney Weaver	Epic	NULL	UK
15 Maiden Lane	/wiki/15_Maiden_Lane	1936	Allan Dwan	Claire Trevor, Cesar Romero, Lloyd Nolan	Drama, Crime	Paramount	USA
15 Minutes	/wiki/15_Minutes	2001	John Herzfeld	Robert De Niro, Edward Burns, Kelsey Grammer	Action, Crime	NULL	USA
16 Blocks	/wiki/16_Blocks	2006	Richard Donner	Bruce Willis, Mos Def	Crime drama	NULL	USA
16 Years of Alcohol	/wiki/16_Years_of_Alcohol	2003	Richard Jobson	Kevin McKidd, Iain De Caesteker, Susan Lynch	Drama	NULL	UK
17 Again	/wiki/17_Again_(film)	2009	Burr Steers	Zac Efron, Leslie Mann, Thomas Lennon, Matthew Perry, Melora Hardin, Michelle Trachtenberg, Sterling Knight	Comedy, Teen	New Line Cinema	USA
1776	/wiki/1776_(film)	1972	Peter H. Hunt	William Daniels, Howard Da Silva, Donald Madden, Ken Howard, John Cullum, Ron Holgate, Blythe Danner	Musical	Columbia Pictures; adapted from the stage musical	USA
18 Again!	/wiki/18_Again!	1988	Paul Flaherty	George Burns, Charlie Schlatter, Tony Roberts	Comedy	NULL	USA
18 Minutes	/wiki/18_Minutes	1935	Monty Banks	Gregory Ratoff, John Loder, Benita Hume	Comedy	NULL	UK
1871	/wiki/1871_(film)	1990	Ken McMullen	NULL	NULL	Screened at the 1990 Cannes Film Festival	UK
1915	/wiki/1915_(film)	2015	Garin Hovannisian	Simon Abkarian Angela Sarafyan Samuel Page Nikolai Kinski	Thriller	Bloodvine Media	USA
1919	/wiki/1919_(film)	1985	Hugh Brody	Paul Scofield	NULL	Entered into the 35th Berlin International Film Festival	UK
1941	/wiki/1941_(film)	1979	Steven Spielberg	John Belushi, Ned Beatty, Dan Aykroyd, John Candy, Toshirō Mifune, Robert Stack, Warren Oates, Tim Matheson, Nancy Allen, Treat Williams, Slim Pickens	Comedy	3 Academy Award nominations	USA
1969	/wiki/1969_(film)	1988	Ernest Thompson	Robert Downey, Jr., Kiefer Sutherland, Bruce Dern, Winona Ryder, Joanna Cassidy, Mariette Hartley	Drama	NULL	USA
1984	/wiki/1984_(1956_film)	1956	Michael Anderson	Edmond O'Brien, Michael Redgrave	scifi	NULL	UK
1984	/wiki/Nineteen_Eighty-Four_(film)	1984	Michael Radford	John Hurt, Richard Burton, Suzanna Hamilton	Drama	NULL	UK
1991: The Year Punk Broke	/wiki/1991:_The_Year_Punk_Broke	1992	Dave Markey	NULL	Documentary	NULL	USA
2 Days in the Valley	/wiki/2_Days_in_the_Valley	1996	John Herzfeld	Danny Aiello, Jeff Daniels, James Spader, Charlize Theron, Teri Hatcher, Marsha Mason, Eric Stoltz	Comedy, Crime	NULL	USA
2 Fast 2 Furious	/wiki/2_Fast_2_Furious	2003	John Singleton	Paul Walker, Tyrese Gibson, Eva Mendes, Ludacris, Cole Hauser, James Remar, Devon Aoki	Action, crime	Paramount Pictures Preceded by The Fast and the Furious	USA
2 Guns	/wiki/2_Guns	2013	Baltasar Kormákur	Denzel Washington, Mark Wahlberg, Paula Patton, Bill Paxton, Fred Ward, James Marsden, Edward James Olmos	Action comedy	Universal Pictures Based on the Boom! Studios graphic novels by Steven Grant	USA
2-Headed Shark Attack	/wiki/2-Headed_Shark_Attack	2012	Christopher Douglas-Olen Ray	Carmen Electra, Charlie O'Connell, Brooke Hogan, Christina Bach, David Gallegos	Horror	The Asylum	USA
20 Dates	/wiki/20_Dates	1998	Myles Berkowitz	Myles Berkowitz, Elisabeth Wagner, Tia Carrere	Mockumentary	NULL	USA
20 Feet from Stardom	/wiki/20_Feet_from_Stardom	2013	Morgan Neville	A look at the lives of background singers.	Documentary	The Weinstein Company	USA
20 Million Miles to Earth	/wiki/20_Million_Miles_to_Earth	1957	Nathan H. Juran	William Hopper, Joan Taylor, Frank Puglia	scifi	Columbia	USA
20 Mule Team	/wiki/20_Mule_Team	1940	Richard Thorpe	Wallace Beery, Leo Carrillo, Marjorie Rambeau, Anne Baxter	Western	MGM	USA
20,000 Days on Earth	/wiki/20,000_Days_on_Earth	2014	Iain Forsyth, Jane Pollard	NULL	Documentary Drama Musical	Drafthouse Films	UK
20,000 Leagues Under the Sea	/wiki/20,000_Leagues_Under_the_Sea_(1954_film)	1954	Richard Fleischer	Kirk Douglas, James Mason, Paul Lukas, Peter Lorre	Adventure	Disney; based on the novel by Jules Verne; winner of 2 Academy Awards	USA
20,000 Leagues Under the Sea	/wiki/20,000_Leagues_Under_the_Sea_(1997_Hallmark_film)	1997	Michael Anderson	Ben Cross, Richard Crenna	Adventure	Made for TV	USA
20,000 Leagues Under the Sea	/wiki/20,000_Leagues_Under_the_Sea_(1997_Village_Roadshow_film)	1997	Rod Hardy	Michael Caine, Patrick Dempsey	Adventure	Made for TV	USA
20,000 Men a Year	/wiki/20,000_Men_a_Year	1939	Alfred E. Green	Randolph Scott, Preston Foster, Margaret Lindsay	Drama	Cosmopolitan Productions	USA
20,000 Years in Sing Sing	/wiki/20,000_Years_in_Sing_Sing	1932	Michael Curtiz	Spencer Tracy, Bette Davis, Arthur Byron	Drama	[1]	USA
200 Cigarettes	/wiki/200_Cigarettes	1999	Risa Bramon Garcia	Ben Affleck, Casey Affleck, Dave Chappelle, Guillermo Diaz, Angela Featherstone, Janeane Garofalo, Gaby Hoffmann, Kate Hudson, Courtney Love, Jay Mohr, Martha Plimpton, Christina Ricci, Paul Rudd	Comedy, Drama	NULL	USA
200 Motels	/wiki/200_Motels	1971	Tony Palmer, Charles Swenson	Frank Zappa, Ringo Starr, Theodore Bikel	Comedy, Musical	United Artists	USA
2001: A Space Odyssey	/wiki/2001:_A_Space_Odyssey_(film)	1968	Stanley Kubrick	Keir Dullea, Gary Lockwood, William Sylvester	scifi	NULL	UK
2001: A Space Odyssey	/wiki/2001:_A_Space_Odyssey_(film)	1968	Stanley Kubrick	Keir Dullea, Gary Lockwood, William Sylvester	scifi	4 Oscar nominations	USA
2010	/wiki/2010_(film)	1984	Peter Hyams	Roy Scheider, Helen Mirren, John Lithgow, Bob Balaban, Dana Elcar	scifi	sequel to 2001: A Space Odyssey	USA
2012	/wiki/2012_(film)	2009	Roland Emmerich	John Cusack, Amanda Peet, Danny Glover, Thandie Newton, Oliver Platt, Chiwetel Ejiofor, Woody Harrelson	Disaster	Columbia Pictures	USA
21	/wiki/21_(2008_film)	2008	Robert Luketic	Jim Sturgess, Kevin Spacey, Kate Bosworth, Laurence Fishburne	Drama	Columbia Pictures Based on Bringing Down the House by Ben Mezrich	USA
21 Days	/wiki/21_Days	1940	Basil Dean	Vivien Leigh, Laurence Olivier, Leslie Banks	Drama	Filmed in 1937	UK
21 Grams	/wiki/21_Grams	2003	Alejandro González Iñárritu	Sean Penn, Naomi Watts, Benicio del Toro	Crime drama	NULL	USA
21 Jump Street	/wiki/21_Jump_Street_(film)	2012	Phil Lord and Chris Miller	Jonah Hill, Channing Tatum, Brie Larson, Ice Cube, Ellie Kemper, Dave Franco, Rob Riggle, Johnny Depp	Action comedy	Columbia Pictures, MGM Pictures Based on the TV series of the same name	USA
21 and Over	/wiki/21_%26_Over_(film)	2013	Jon Lucas and Scott Moore	Miles Teller, Skylar Astin, Justin Chon, Sarah Wright	Comedy	Relativity Media	USA
22 Jump Street	/wiki/22_Jump_Street	2014	Phil Lord and Christopher Miller	Channing Tatum Jonah Hill Ice Cube Peter Stormare Dave Franco	Action Comedy	Columbia Pictures Sequel to 21 Jump Street (2012) Based on the television series of the same	USA
23 Paces to Baker Street	/wiki/23_Paces_to_Baker_Street	1956	Henry Hathaway	Van Johnson, Vera Miles	Thriller	from Philip MacDonald novel	USA
24 Hour Party People	/wiki/24_Hour_Party_People	2002	Michael Winterbottom	Steve Coogan, Shirley Henderson, Paddy Considine, Ralf Little	Comedy/Drama	Manchester Party Culture, entered at Cannes	UK
24 Hours	/wiki/24_Hours_(1931_film)	1931	Marion Gering	Kay Francis, Miriam Hopkins, Regis Toomey	Drama	NULL	USA
24 Hours of a Woman's Life	/wiki/24_Hours_of_a_Woman%27s_Life	1952	Victor Saville	Merle Oberon, Richard Todd	Drama	Allied Artists	USA
25th Hour	/wiki/25th_Hour	2002	Spike Lee	Edward Norton, Philip Seymour Hoffman, Barry Pepper, Rosario Dawson, Anna Paquin, Brian Cox	Drama	Based on a novel by David Benioff	USA
27 Dresses	/wiki/27_Dresses	2008	Anne Fletcher	Katherine Heigl, James Marsden, Malin Åkerman, Edward Burns, Judy Greer	Romantic comedy	20th Century Fox	USA
27, Memory Lane	/wiki/27,_Memory_Lane_(film)	2014	Luke Hupton	James Clay, Michael Maughan, Dani Harrison, Edwina Lea, Hazel Mrozek, Diona Doherty, Mario Babic, Jane Leadbetter, Samantha Mesagno, Lucas Smith	Fantasy Romance Drama	NULL	UK
28 Days	/wiki/28_Days_(film)	2000	Betty Thomas	Sandra Bullock, Viggo Mortensen	Drama	Columbia Pictures	USA
28 Days Later	/wiki/28_Days_Later	2002	Danny Boyle	Cillian Murphy, Naomie Harris, Christopher Eccleston	Horror	NULL	UK
28 Hotel Rooms	/wiki/28_Hotel_Rooms	2012	Matt Ross	Marin Ireland, Chris Messina, Robert Deamer, Brett Collier	Thriller	Oscilloscope Laboratories	USA
28 Weeks Later	/wiki/28_Weeks_Later	2007	Juan Carlos Fresnadillo	Robert Carlyle, Rose Byrne, Jeremy Renner, Idris Elba	Horror	NULL	UK
29 Acacia Avenue	/wiki/29_Acacia_Avenue	1945	Henry Cass	Gordon Harker, Betty Balfour	Comedy	NULL	UK
29th Street	/wiki/29th_Street_(film)	1991	George Gallo	Danny Aiello, Anthony LaPaglia	Drama	Fox	USA
3 Chains o' Gold	/wiki/3_Chains_o%27_Gold_(film)	1994	Three directors	NULL	Musical	NULL	USA
3 Days to Kill	/wiki/3_Days_to_Kill	2014	McG	Kevin Costner Amber Heard Hailee Steinfeld Connie Nielsen	Thriller	Relativity Media	USA
3 Dumb Clucks	/wiki/3_Dumb_Clucks	1937	Del Lord	Moe Howard, Larry Fine, Curly Howard	Comedy 2-reeler	Columbia	USA
3 Geezers!	/wiki/3_Geezers!	2013	Michelle Schumacher	J. K. Simmons, Basil Hoffman, Tim Allen, Scott Caan, Breckin Meyer	Comedy	Gravitas Ventures	USA
3 Godfathers	/wiki/3_Godfathers	1948	John Ford	John Wayne, Harry Carey, Jr., Pedro Armendáriz, Mae Marsh	Western	MGM	USA
3 Men in White	/wiki/3_Men_in_White	1944	Willis Goldbeck	Lionel Barrymore, Van Johnson, Marilyn Maxwell	Drama	MGM	USA
3 Nights in the Desert	/wiki/3_Nights_in_the_Desert	2015	Gabriel Cowan	Wes Bentley Vincent Piazza Amber Tamblyn	Drama	Monterey Media	USA
3 Ninjas	/wiki/3_Ninjas_(film)	1992	Jon Turteltaub	Max Elliott Slade	Comedy	NULL	USA
3 Ninjas Kick Back	/wiki/3_Ninjas_Kick_Back	1994	Charles T. Kanganis	Victor Wong, Max Elliott Slade, Sean Fox, J. Evan Bonifant	Action, Family	Preceded by 3 Ninjas	USA
3 Ninjas Knuckle Up	/wiki/3_Ninjas_Knuckle_Up	1995	Sang-ok Shin	Victor Wong, Charles Napier, Michael Treanor, Max Elliott Slade	Comedy	NULL	USA
3 Nuts in Search of a Bolt	/wiki/3_Nuts_in_Search_of_a_Bolt	1964	Tommy Noonan	Mamie Van Doren, Tommy Noonan	Comedy	NULL	USA
3 Ring Circus	/wiki/3_Ring_Circus	1954	Joseph Pevney	Dean Martin, Jerry Lewis, Zsa Zsa Gabor, Joanne Dru	Musical comedy	Paramount Pictures	USA
3 Strikes	/wiki/3_Strikes_(film)	2000	DJ Pooh	Brian Hooks, N'Bushe Wright	Comedy	Metro-Goldwyn-Mayer	USA
3 Women	/wiki/3_Women	1977	Robert Altman	Shelley Duvall, Sissy Spacek, Janice Rule	Drama	NULL	USA
3,2,1... Frankie Go Boom	/wiki/3,2,1..._Frankie_Go_Boom	2012	Jordan Roberts	Charlie Hunnam, Chris O'Dowd, Lizzy Caplan, Nora Dunn, Whitney Cummings, Ron Perlman, Chris Noth	Comedy	Variance Films	USA
30 Days of Night	/wiki/30_Days_of_Night_(film)	2007	David Slade	Josh Hartnett, Ben Foster, Melissa George	Horror	Based on graphic novel by Steve Niles	USA
30 Minutes or Less	/wiki/30_Minutes_or_Less	2011	Ruben Fleischer	Jesse Eisenberg, Danny McBride, Aziz Ansari, Nick Swardson, Michael Peña, Fred Ward	Adventure, Comedy	Columbia Pictures, Paramount Pictures, Media Rights Capital, Red Hour Films, MTV Films	USA
300	/wiki/300_(film)	2007	Zack Snyder	Gerard Butler, Lena Headey, David Wenham	Action	based on 300 by Frank Miller	USA
3000 Miles to Graceland	/wiki/3000_Miles_to_Graceland	2001	Demian Lichtenstein	Kurt Russell, Kevin Costner, Courteney Cox, Christian Slater, David Arquette, Kevin Pollak, Howie Long, Ice-T	Action, Crime	5 Razzie nominations	USA
300: Rise of an Empire	/wiki/300:_Rise_of_an_Empire	2014	Noam Murro	Sullivan Stapleton Eva Green Lena Headey Rodrigo Santoro	Fantasy	Warner Bros. Sequel to 300 (2007)	USA
35 and Ticking	/wiki/35_and_Ticking	2011	Russ Parr	Tamala Jones, Nicole Ari Parker, Keith Robinson, Darius McCrary, Dondre Whitfield, Jill Marie Jones, Wendy Raquel Robinson, Kevin Hart, Meagan Good	Romantic comedy	Image Entertainment	USA
36 Hours	/wiki/36_Hours_(1953_film)	1953	Montgomery Tully	Dan Duryea, Elsie Albiin	Crime	NULL	UK
36 Hours	/wiki/36_Hours_(1965_film)	1965	George Seaton	James Garner, Rod Taylor, Eva Marie Saint	Drama, War	MGM	USA
36 Hours to Kill	/wiki/36_Hours_to_Kill	1936	Eugene Forde	Brian Donlevy, Gloria Stuart, Warren Hymer	Drama	NULL	USA
360	/wiki/360_(film)	2011	Fernando Meirelles	Lucia Siposova, Gabriela Marcinkova, Johannes Krisch, Jude Law, Moritz Bleibtreu, Jamel Debbouze, Dinara Drukarova, Vladimir Vdovichenkov, Rachel Weisz, Julianno Cazarre, Maria Flor, Ben Foster, Marianne Jean-Baptiste, Anthony Hopkins, Mark Ivanir	Drama	Artificial Eye	UK
365 Nights in Hollywood	/wiki/365_Nights_in_Hollywood	1934	George Marshall	Alice Faye, Grant Mitchell, James Dunn	Musical	NULL	USA
3:10 to Yuma	/wiki/3:10_to_Yuma_(1957_film)	1957	Delmer Daves	Glenn Ford, Van Heflin, Felicia Farr, Richard Jaeckel	Western	Remade in 2007	USA
3:10 to Yuma	/wiki/3:10_to_Yuma_(2007_film)	2007	James Mangold	Russell Crowe, Christian Bale	Western	Based on 1957 film and story by Elmore Leonard	USA
4 Little Girls	/wiki/4_Little_Girls	1997	Spike Lee	NULL	Documentary	Oscar-nominated	USA
4 Minute Mile	/wiki/4_Minute_Mile	2014	Charles-Olivier Michaud	Analeigh Tipton Cam Gigandet Kim Basinger Kelly Blatz	Drama	Gravitas Ventures	USA
4 for Texas	/wiki/4_for_Texas	1963	Robert Aldrich	Frank Sinatra, Dean Martin, Anita Ekberg, Ursula Andress, Victor Buono, Charles Bronson	Western comedy	Warner Bros.	USA
4.3.2.1	/wiki/4.3.2.1	2010	Noel Clarke & Mark Davis	Emma Roberts, Tamsin Egerton, Ophelia Lovibond	Drama	2 June	UK
40 Carats	/wiki/40_Carats_(film)	1973	Milton Katselas	Edward Albert, Liv Ullmann, Binnie Barnes, Gene Kelly	Romantic comedy	based on the play	USA
40 Days and 40 Nights	/wiki/40_Days_and_40_Nights	2002	Michael Lehmann	Josh Hartnett, Shannyn Sossamon, Paulo Costanzo	Comedy	NULL	USA
40 Days and Nights	/wiki/40_Days_and_Nights	2012	Peter Geiger	Monica Keena, Christianna Carmine, Emily Sandifer, Alex Carter	Horror	The Asylum	USA
40 Guns to Apache Pass	/wiki/40_Guns_to_Apache_Pass	1967	William Witney	Audie Murphy, Kenneth Tobey, Laraine Stephens	Western	Columbia	USA
42	/wiki/42_(film)	2013	Brian Helgeland	Chadwick Boseman, Harrison Ford, Christopher Meloni, John C. McGinley, Lucas Black, Alan Tudyk, Nicole Beharie, C. J. Nitkowski, Brett Cullen, Kelley Jakle, Ryan Merriman, T. R. Knight, Hamish Linklater	Bio-pic, Sports	Warner Bros. Pictures, Legendary Pictures	USA
42nd Street	/wiki/42nd_Street_(film)	1933	Lloyd Bacon	Dick Powell, Ruby Keeler, Ginger Rogers	Musical	NULL	USA
44 Inch Chest	/wiki/44_Inch_Chest	2009	Malcolm Venville	Ray Winstone, Ian McShane, John Hurt, Tom Wilkinson	gangster drama	15 January	UK
44 Minutes: The North Hollywood Shoot-Out	/wiki/44_Minutes:_The_North_Hollywood_Shoot-Out	2003	Yves Simoneau	Michael Madsen, Ron Livingston	Action	NULL	USA
45 Fathers	/wiki/45_Fathers	1937	James Tinling	Jane Withers, Richard Carle, Hattie McDaniel	Comedy	Fox	USA
45 Years	/wiki/45_Years	2015	Andrew Haigh	Charlotte Rampling	Drama	Artificial Eye Based on In Another Country by David Constantine	UK
47 Ronin	/wiki/47_Ronin_(2013_film)	2013	Carl Erik Rinsch	Keanu Reeves, Tadanobu Asano, Hiroyuki Sanada, Rinko Kikuchi, Kou Shibasaki, Jin Akanishi, Min Tanaka, Cary-Hiroyuki Tagawa	Action, Fantasy	Universal Pictures	USA
48 Hrs.	/wiki/48_Hrs.	1982	Walter Hill	Nick Nolte, Eddie Murphy, Annette O'Toole, James Remar	Crime comedy	Murphy's first film	USA
49th Parallel	/wiki/49th_Parallel_(film)	1941	Michael Powell	Eric Portman, Laurence Olivier, Leslie Howard	World War II	NULL	UK
4D Man	/wiki/4D_Man	1959	Irvin S. Yeaworth, Jr.	Robert Lansing, Lee Meriwether	scifi	Produced, written by Jack H. Harris	USA
5 Against the House	/wiki/5_Against_the_House	1955	Phil Karlson	Kim Novak, Brian Keith	Crime	Columbia	USA
5 Branded Women	/wiki/Five_Branded_Women	1960	Martin Ritt	Silvana Mangano, Jeanne Moreau, Vera Miles, Barbara Bel Geddes	War drama	Paramount	USA
5 Card Stud	/wiki/5_Card_Stud	1968	Henry Hathaway	Dean Martin, Robert Mitchum, Inger Stevens	Western, Mystery	Paramount	USA
5 Fingers	/wiki/5_Fingers	1952	Joseph L. Mankiewicz	James Mason, Danielle Darrieux, Walter Hampden, Michael Rennie	Drama	20th Century Fox	USA
5 Steps to Danger	/wiki/5_Steps_to_Danger	1957	Henry S. Kesler	Ruth Roman, Sterling Hayden	Spy film	United Artists	USA
50 First Dates	/wiki/50_First_Dates	2004	Peter Segal	Adam Sandler, Drew Barrymore	Comedy	Columbia Pictures	USA
50 to 1	/wiki/50_to_1	2014	Jim Wilson	Christian Kane William Devane Skeet Ulrich	Drama	Ten Furlongs	USA
50/50	/wiki/50/50_(2011_film)	2011	Jonathan Levine	Joseph Gordon-Levitt, Seth Rogen, Anna Kendrick, Bryce Dallas Howard, Anjelica Huston	Comedy-drama	Summit Entertainment, Mandate Pictures	USA
