44 Minutes: The North Hollywood Shoot-Out	2003	USA	/wiki/44_Minutes:_The_North_Hollywood_Shoot-Out
45 Fathers	1937	USA	/wiki/45_Fathers
47 Ronin	2013	USA	/wiki/47_Ronin_(2013_film)
48 Hrs.	1982	USA	/wiki/48_Hrs.
4D Man	1959	USA	/wiki/4D_Man
5 Against the House	1955	USA	/wiki/5_Against_the_House
5 Branded Women	1960	USA	/wiki/Five_Branded_Women
5 Card Stud	1968	USA	/wiki/5_Card_Stud
5 Fingers	1952	USA	/wiki/5_Fingers
5 Steps to Danger	1957	USA	/wiki/5_Steps_to_Danger
50 First Dates	2004	USA	/wiki/50_First_Dates
50 to 1	2014	USA	/wiki/50_to_1
50/50	2011	USA	/wiki/50/50_(2011_film)
51 Birch Street	2005	USA	/wiki/51_Birch_Street
52 Pick-Up	1986	USA	/wiki/52_Pick-Up
52nd Street	1937	USA	/wiki/52nd_Street_(film)
54	1998	USA	/wiki/54_(film)
55 Days at Peking	1963	USA	/wiki/55_Days_at_Peking
5th Ave Girl	1939	USA	/wiki/5th_Ave_Girl
6,000 Enemies	1939	USA	/wiki/6,000_Enemies
6th Marine Division on Okinawa	1945	USA	/wiki/6th_Marine_Division_on_Okinawa
7 Faces of Dr. Lao	1964	USA	/wiki/7_Faces_of_Dr._Lao
7 Women	1966	USA	/wiki/7_Women
711 Ocean Drive	1950	USA	/wiki/711_Ocean_Drive
7th Cavalry	1956	USA	/wiki/7th_Cavalry_(film)
8 Ball Bunny	1950	USA	/wiki/8_Ball_Bunny
8 Heads in a Duffel Bag	1997	USA	/wiki/8_Heads_in_a_Duffel_Bag
8 Mile	2002	USA	/wiki/8_Mile_(film)
8 Million Ways to Die	1986	USA	/wiki/8_Million_Ways_to_Die
8 Seconds	1994	USA	/wiki/8_Seconds
8 x 8	1957	USA	/wiki/8_%C3%97_8:_A_Chess_Sonata_in_8_Movements
84 Charing Cross Road	1987	USA	/wiki/84_Charing_Cross_Road_(film)
84C MoPic	1989	USA	/wiki/84C_MoPic
88 Minutes	2008	USA	/wiki/88_Minutes
8: The Mormon Proposition	2010	USA	/wiki/8:_The_Mormon_Proposition
8mm	1999	USA	/wiki/8mm_(film)
9	2009	USA	/wiki/9_(2009_animated_film)
9 Full Moons	2013	USA	/wiki/9_Full_Moons
9/Tenths	2006	USA	/wiki/9/Tenths
92 in the Shade	1975	USA	/wiki/92_in_the_Shade
99 River Street	1953	USA	/wiki/99_River_Street
99 and 44/100% Dead	1974	USA	/wiki/99_and_44/100%25_Dead
9½ Weeks	1986	USA	/wiki/9%C2%BD_Weeks
A Bear For Punishment	1951	USA	/wiki/A_Bear_For_Punishment
A Beautiful Mind	2001	USA	/wiki/A_Beautiful_Mind_(film)
A Bedtime Story	1933	USA	/wiki/A_Bedtime_Story
A Bell for Adano	1945	USA	/wiki/A_Bell_for_Adano
A Better Life	2011	USA	/wiki/A_Better_Life
A Better Place	1997	USA	/wiki/A_Better_Place
A Better Tomorrow 2	1987	USA	/wiki/A_Better_Tomorrow_2
A Big Hand for the Little Lady	1966	USA	/wiki/A_Big_Hand_for_the_Little_Lady
A Bill of Divorcement	1932	USA	/wiki/A_Bill_of_Divorcement_(1932_film)
A Bill of Divorcement	1940	USA	/wiki/A_Bill_of_Divorcement_(1940_film)
A Bird in the Head	1946	USA	/wiki/A_Bird_in_the_Head
A Blueprint for Murder	1953	USA	/wiki/A_Blueprint_for_Murder
A Bone for a Bone	1951	USA	/wiki/A_Bone_for_a_Bone
A Boy Named Charlie Brown	1969	USA	/wiki/A_Boy_Named_Charlie_Brown
A Boy Named Sue	2000	USA	/wiki/A_Boy_Named_Sue_(film)
A Boy Named Sue	2001	USA	/wiki/A_Boy_Named_Sue_(film)
A Boy and His Dog	1975	USA	/wiki/A_Boy_and_His_Dog_(1975_film)
A Boy... a Girl	1959	USA	/wiki/A_Boy..._a_Girl
A Breath of Scandal	1960	USA	/wiki/A_Breath_of_Scandal
A Bridge Too Far	1977	USA	/wiki/A_Bridge_Too_Far_(film)
A Brief History of Time	1991	USA	/wiki/A_Brief_History_of_Time_(film)
A Bronx Tale	1993	USA	/wiki/A_Bronx_Tale
A Brooklyn State of Mind	1997	USA	/wiki/A_Brooklyn_State_of_Mind
A Bucket of Blood	1959	USA	/wiki/A_Bucket_of_Blood
A Bucket of Blood	1995	USA	/wiki/A_Bucket_of_Blood_(1995_film)
A Bug's Life	1998	USA	/wiki/A_Bug%27s_Life
A Bullet for Joey	1955	USA	/wiki/A_Bullet_for_Joey
A Certain Smile	1958	USA	/wiki/A_Certain_Smile_(film)
A Challenge to Democracy	1943	USA	/wiki/A_Challenge_to_Democracy
A Change of Seasons	1980	USA	/wiki/A_Change_of_Seasons_(film)
A Child Is Born	1939	USA	/wiki/A_Child_Is_Born_(film)
A Child is Waiting	1963	USA	/wiki/A_Child_is_Waiting
A Christmas Carol	1938	USA	/wiki/A_Christmas_Carol_(1938_film)
A Christmas Carol	1997	USA	/wiki/A_Christmas_Carol_(1997_film)
A Christmas Carol	2009	USA	/wiki/A_Christmas_Carol_(2009_film)
A Christmas Story	1983	USA	/wiki/A_Christmas_Story
A Chump at Oxford	1940	USA	/wiki/A_Chump_at_Oxford
A Cinderella Story	2004	USA	/wiki/A_Cinderella_Story
A Circle of Deception	1960	USA	/wiki/A_Circle_of_Deception
A Civil Action	1998	USA	/wiki/A_Civil_Action_(film)
A Connecticut Yankee	1931	USA	/wiki/A_Connecticut_Yankee_(film)
A Connecticut Yankee in King Arthur's Court	1949	USA	/wiki/A_Connecticut_Yankee_in_King_Arthur%27s_Court_(1949_film)
A Cop	1972	USA	/wiki/Un_flic
A Cry in the Dark	1988	USA	/wiki/A_Cry_in_the_Dark
A Cry in the Night	1956	USA	/wiki/A_Cry_in_the_Night_(film)
A Damsel in Distress	1937	USA	/wiki/A_Damsel_in_Distress_(film)
A Dangerous Profession	1949	USA	/wiki/A_Dangerous_Profession
A Dangerous Woman	1993	USA	/wiki/A_Dangerous_Woman_(1993_film)
A Date with Judy	1948	USA	/wiki/A_Date_with_Judy_(film)
A Date with Your Family	1950	USA	/wiki/A_Date_with_Your_Family
A Day Without a Mexican	2004	USA	/wiki/A_Day_Without_a_Mexican
A Day at the Beach	1970	USA	/wiki/A_Day_at_the_Beach
A Day at the Races	1937	USA	/wiki/A_Day_at_the_Races_(film)
A Delicate Balance	1973	USA	/wiki/A_Delicate_Balance_(film)
A Different Story	1978	USA	/wiki/A_Different_Story
A Dirty Shame	2004	USA	/wiki/A_Dirty_Shame
A Dispatch from Reuter's	1940	USA	/wiki/A_Dispatch_from_Reuter%27s
A Distant Thunder	1978	USA	/wiki/A_Distant_Thunder_(1978_film)
A Distant Trumpet	1964	USA	/wiki/A_Distant_Trumpet
A Divine Double Feature	1990	USA	/wiki/A_Divine_Double_Feature
A Dog of Flanders	1935	USA	/wiki/A_Dog_of_Flanders_(1935_film)
A Dog of Flanders	1999	USA	/wiki/A_Dog_of_Flanders_(1999_film)
A Double Life	1947	USA	/wiki/A_Double_Life
A Dry White Season	1989	USA	/wiki/A_Dry_White_Season
A Ducking They Did Go	1939	USA	/wiki/A_Ducking_They_Did_Go
A Face in the Crowd	1957	USA	/wiki/A_Face_in_the_Crowd_(film)
A Face in the Fog	1936	USA	/wiki/A_Face_in_the_Fog
A Family Affair	1937	USA	/wiki/A_Family_Affair_(1937_film)
A Family Thing	1996	USA	/wiki/A_Family_Thing
A Far Off Place	1993	USA	/wiki/A_Far_Off_Place
A Farewell to Arms	1932	USA	/wiki/A_Farewell_to_Arms_(1932_film)
A Farewell to Arms	1957	USA	/wiki/A_Farewell_to_Arms_(1957_film)
A Feather in His Hare	1948	USA	/wiki/A_Feather_in_His_Hare
A Fever in the Blood	1961	USA	/wiki/A_Fever_in_the_Blood
A Few Good Men	1992	USA	/wiki/A_Few_Good_Men
A Fig Leaf for Eve	1944	USA	/wiki/A_Fig_Leaf_for_Eve
A Fine Madness	1966	USA	/wiki/A_Fine_Madness
A Fine Mess	1986	USA	/wiki/A_Fine_Mess_(film)
A Fish Called Wanda	1988	USA	/wiki/A_Fish_Called_Wanda
A Force of One	1979	USA	/wiki/A_Force_of_One
A Foreign Affair	1948	USA	/wiki/A_Foreign_Affair
A Fractured Leghorn	1950	USA	/wiki/A_Fractured_Leghorn
A Free Soul	1931	USA	/wiki/A_Free_Soul
A Fugitive from Justice	1940	USA	/wiki/A_Fugitive_from_Justice
A Funny Thing Happened on the Way to the Forum	1966	USA	/wiki/A_Funny_Thing_Happened_on_the_Way_to_the_Forum_(film)
A Gathering of Eagles	1963	USA	/wiki/A_Gathering_of_Eagles
A Gem of a Jam	1943	USA	/wiki/A_Gem_of_a_Jam
A Girl Named Tamiko	1962	USA	/wiki/A_Girl_Named_Tamiko
A Girl in Every Port	1952	USA	/wiki/A_Girl_in_Every_Port_(1952_film)
A Global Affair	1964	USA	/wiki/A_Global_Affair
A Good Old Fashioned Orgy	2011	USA	/wiki/A_Good_Old_Fashioned_Orgy
A Good Year	2006	USA	/wiki/A_Good_Year
A Goofy Movie	1995	USA	/wiki/A_Goofy_Movie
A Great Wall	1986	USA	/wiki/A_Great_Wall
A Guide for the Married Man	1967	USA	/wiki/A_Guide_for_the_Married_Man
A Guide to Recognizing Your Saints	2006	USA	/wiki/A_Guide_to_Recognizing_Your_Saints
A Gunfight	1971	USA	/wiki/A_Gunfight
A Guy Named Joe	1943	USA	/wiki/A_Guy_Named_Joe
A Guy Thing	2003	USA	/wiki/A_Guy_Thing
A Hatful of Rain	1957	USA	/wiki/A_Hatful_of_Rain
A Haunted House 2	2014	USA	/wiki/A_Haunted_House_2
A High Wind in Jamaica	1965	USA	/wiki/A_High_Wind_in_Jamaica_(film)
A History of Violence	2005	USA	/wiki/A_History_of_Violence_(film)
A Hobo's Christmas	1987	USA	/wiki/A_Hobo%27s_Christmas
A Hole in the Head	1959	USA	/wiki/A_Hole_in_the_Head
A Home at the End of the World	2004	USA	/wiki/A_Home_at_the_End_of_the_World_(film)
A Home of Our Own	1993	USA	/wiki/A_Home_of_Our_Own
A House Is Not a Home	1964	USA	/wiki/A_House_Is_Not_a_Home_(film)
A House in the Hills	1993	USA	/wiki/A_House_in_the_Hills
A Kid in King Arthur's Court	1995	USA	/wiki/A_Kid_in_King_Arthur%27s_Court
A Kiss Before Dying	1956	USA	/wiki/A_Kiss_Before_Dying_(1956_film)
A Kiss Before Dying	1991	USA	/wiki/A_Kiss_Before_Dying_(1991_film)
A Kiss in the Dark	1949	USA	/wiki/A_Kiss_in_the_Dark
A Knight's Tale	2001	USA	/wiki/A_Knight%27s_Tale
A Lady Without Passport	1950	USA	/wiki/A_Lady_Without_Passport
A League of Their Own	1992	USA	/wiki/A_League_of_Their_Own
A Letter to Three Wives	1949	USA	/wiki/A_Letter_to_Three_Wives
A Life Less Ordinary	1997	USA	/wiki/A_Life_Less_Ordinary
A Life at Stake	1954	USA	/wiki/A_Life_at_Stake
A Life of Her Own	1950	USA	/wiki/A_Life_of_Her_Own
A Likely Story	1947	USA	/wiki/A_Likely_Story
A Lion Is in the Streets	1953	USA	/wiki/A_Lion_Is_in_the_Streets
A Little Bit of Heaven	1940	USA	/wiki/A_Little_Bit_of_Heaven_(1940_film)
A Little Bit of Heaven	2012	USA	/wiki/A_Little_Bit_of_Heaven_(2011_film)
A Little Help	2010	USA	/wiki/A_Little_Help
A Little Night Music	1977	USA	/wiki/A_Little_Night_Music_(film)
A Little Princess	1995	USA	/wiki/A_Little_Princess_(1995_film)
A Little Romance	1979	USA	/wiki/A_Little_Romance
A Lost Lady	1934	USA	/wiki/A_Lost_Lady_(film)
A Lot Like Love	2005	USA	/wiki/A_Lot_Like_Love
A Love Song for Bobby Long	2004	USA	/wiki/A_Love_Song_for_Bobby_Long
A Lovely Way to Die	1968	USA	/wiki/A_Lovely_Way_to_Die
A Low Down Dirty Shame	1994	USA	/wiki/A_Low_Down_Dirty_Shame_(film)
A Madea Christmas	2013	USA	/wiki/A_Madea_Christmas_(film)
A Majority of One	1961	USA	/wiki/A_Majority_of_One_(film)
A Man Apart	2003	USA	/wiki/A_Man_Apart
A Man Called Horse	1970	USA	/wiki/A_Man_Called_Horse_(1970_film)
A Man Called Horse	1976	USA	/wiki/A_Man_Called_Horse_(film)
A Man Called Peter	1955	USA	/wiki/A_Man_Called_Peter
A Man Called Sarge	1990	USA	/wiki/A_Man_Called_Sarge
A Man Could Get Killed	1966	USA	/wiki/A_Man_Could_Get_Killed
A Man for All Seasons	1988	USA	/wiki/A_Man_for_All_Seasons_(1988_film)
A Man to Remember	1938	USA	/wiki/A_Man_to_Remember
A Map of the World	1999	USA	/wiki/A_Map_of_the_World_(film)
A Matter of Time	1976	USA	/wiki/A_Matter_of_Time_(1976_film)
A Medal for Benny	1945	USA	/wiki/A_Medal_for_Benny
A Merry Friggin' Christmas	2014	USA	/wiki/A_Merry_Friggin%27_Christmas
A Merry Mix Up	1957	USA	/wiki/A_Merry_Mix_Up
A Message to Garcia	1936	USA	/wiki/A_Message_to_Garcia_(1936_film)
A Midnight Clear	1992	USA	/wiki/A_Midnight_Clear
A Midsummer Night's Dream	1935	USA	/wiki/A_Midsummer_Night%27s_Dream_(1935_film)
A Midsummer Night's Dream	1999	USA	/wiki/A_Midsummer_Night%27s_Dream_(1999_film)
A Midsummer Night's Sex Comedy	1982	USA	/wiki/A_Midsummer_Night%27s_Sex_Comedy
A Midwinter's Tale	1995	USA	/wiki/A_Midwinter%27s_Tale
A Mighty Heart	2007	USA	/wiki/A_Mighty_Heart_(film)
A Mighty Wind	2003	USA	/wiki/A_Mighty_Wind
A Million Ways to Die in the West	2014	USA	/wiki/A_Million_Ways_to_Die_in_the_West
A Million to Juan	1994	USA	/wiki/A_Million_to_Juan
A Million to One	1937	USA	/wiki/A_Million_to_One
A Millionaire for Christy	1951	USA	/wiki/A_Millionaire_for_Christy
A Modern Twain Story: The Prince and the Pauper	2007	USA	/wiki/A_Modern_Twain_Story:_The_Prince_and_the_Pauper
A Mom for Christmas	1990	USA	/wiki/A_Mom_for_Christmas
A Mother's Instinct	1996	USA	/wiki/A_Mother%27s_Instinct
A Mouse in the House	1947	USA	/wiki/A_Mouse_in_the_House
A Movie	1958	USA	/wiki/A_Movie
A New Kind of Love	1963	USA	/wiki/A_New_Kind_of_Love
A New Leaf	1971	USA	/wiki/A_New_Leaf_(film)
A New Life	1988	USA	/wiki/A_New_Life_(film)
A Night Full of Rain	1978	USA	/wiki/A_Night_Full_of_Rain
A Night at Earl Carroll's	1940	USA	/wiki/A_Night_at_Earl_Carroll%27s
A Night at the Opera	1935	USA	/wiki/A_Night_at_the_Opera_(film)
A Night at the Roxbury	1998	USA	/wiki/A_Night_at_the_Roxbury
A Night in Casablanca	1946	USA	/wiki/A_Night_in_Casablanca
A Night in Heaven	1983	USA	/wiki/A_Night_in_Heaven
A Night in the Life of Jimmy Reardon	1988	USA	/wiki/A_Night_in_the_Life_of_Jimmy_Reardon
A Night of Adventure	1944	USA	/wiki/A_Night_of_Adventure
A Nightingale Sang in Berkeley Square	1979	USA	/wiki/A_Nightingale_Sang_in_Berkeley_Square_(film)
A Nightmare on Elm Street	1984	USA	/wiki/A_Nightmare_on_Elm_Street
A Nightmare on Elm Street	2010	USA	/wiki/A_Nightmare_on_Elm_Street_(2010_film)
A Nightmare on Elm Street 2: Freddy's Revenge	1985	USA	/wiki/A_Nightmare_on_Elm_Street_2:_Freddy%27s_Revenge
A Nightmare on Elm Street 3: Dream Warriors	1987	USA	/wiki/A_Nightmare_on_Elm_Street_3:_Dream_Warriors
A Nightmare on Elm Street 4: The Dream Master	1988	USA	/wiki/A_Nightmare_on_Elm_Street_4:_The_Dream_Master
A Nightmare on Elm Street 5: The Dream Child	1989	USA	/wiki/A_Nightmare_on_Elm_Street_5:_The_Dream_Child
A Passage to India	1984	USA	/wiki/A_Passage_to_India_(film)
A Patch of Blue	1965	USA	/wiki/A_Patch_of_Blue
A Perfect Couple	1979	USA	/wiki/A_Perfect_Couple
A Perfect Getaway	2009	USA	/wiki/A_Perfect_Getaway
A Perfect Murder	1998	USA	/wiki/A_Perfect_Murder
A Perfect World	1993	USA	/wiki/A_Perfect_World
A Personal Journey with Martin Scorsese Through American Movies	1995	USA	/wiki/A_Personal_Journey_with_Martin_Scorsese_Through_American_Movies
A Pest in the House	1947	USA	/wiki/A_Pest_in_the_House
A Piece of the Action	1977	USA	/wiki/A_Piece_of_the_Action_(film)
A Place for Lovers	1968	USA	/wiki/A_Place_for_Lovers
A Place in the Sun	1951	USA	/wiki/A_Place_in_the_Sun_(film)
A Place to Live	1941	USA	/wiki/A_Place_to_Live
A Prairie Home Companion	2006	USA	/wiki/A_Prairie_Home_Companion_(film)
A Prayer for the Dying	1987	USA	/wiki/A_Prayer_for_the_Dying
A Price Above Rubies	1998	USA	/wiki/A_Price_Above_Rubies
A Private Matter	1992	USA	/wiki/A_Private_Matter
A Prize of Gold	1955	USA	/wiki/A_Prize_of_Gold
A Rage in Harlem	1991	USA	/wiki/A_Rage_in_Harlem_(film)
A Rage to Live	1965	USA	/wiki/A_Rage_to_Live
A Raisin in the Sun	1961	USA	/wiki/A_Raisin_in_the_Sun_(1961_film)
A Reflection of Fear	1972	USA	/wiki/A_Reflection_of_Fear
A Resurrection	2013	USA	/wiki/A_Resurrection_(film)
A Return to Salem's Lot	1987	USA	/wiki/A_Return_to_Salem%27s_Lot
A River Made to Drown In	1997	USA	/wiki/A_River_Made_to_Drown_In
A River Runs Through It	1992	USA	/wiki/A_River_Runs_Through_It_(film)
A Royal Scandal	1945	USA	/wiki/A_Royal_Scandal_(film)
A Safe Place	1971	USA	/wiki/A_Safe_Place
A Scandal in Paris	1946	USA	/wiki/A_Scandal_in_Paris
A Scanner Darkly	2006	USA	/wiki/A_Scanner_Darkly_(film)
A Serious Man	2009	USA	/wiki/A_Serious_Man
A Shock to the System	1990	USA	/wiki/A_Shock_to_the_System
A Shot in the Dark	1964	USA	/wiki/A_Shot_in_the_Dark_(1964_film)
A Show of Force	1990	USA	/wiki/A_Show_of_Force
A Simple Plan	1998	USA	/wiki/A_Simple_Plan_(film)
A Simple Twist of Fate	1994	USA	/wiki/A_Simple_Twist_of_Fate
A Simple Wish	1997	USA	/wiki/A_Simple_Wish
A Single Man	2009	USA	/wiki/A_Single_Man
A Single Shot	2013	USA	/wiki/A_Single_Shot
A Slight Case of Murder	1938	USA	/wiki/A_Slight_Case_of_Murder
A Slipping-Down Life	1999	USA	/wiki/A_Slipping-Down_Life
A Small Circle of Friends	1980	USA	/wiki/A_Small_Circle_of_Friends
A Small Town in Texas	1976	USA	/wiki/A_Small_Town_in_Texas
A Smile Like Yours	1997	USA	/wiki/A_Smile_Like_Yours
A Snitch in Time	1950	USA	/wiki/A_Snitch_in_Time
A Soldier's Story	1984	USA	/wiki/A_Soldier%27s_Story
A Son Comes Home	1936	USA	/wiki/A_Son_Comes_Home
A Song Is Born	1948	USA	/wiki/A_Song_Is_Born
A Song to Remember	1945	USA	/wiki/A_Song_to_Remember
A Sound of Thunder	2005	USA	/wiki/A_Sound_of_Thunder_(film)
A Southern Yankee	1948	USA	/wiki/A_Southern_Yankee
A Star Is Born	1937	USA	/wiki/A_Star_Is_Born_(1937_film)
A Star Is Born	1954	USA	/wiki/A_Star_Is_Born_(1954_film)
A Star is Born	1976	USA	/wiki/A_Star_Is_Born_(1976_film)
A State of Vine	2007	USA	/wiki/A_State_of_Vine_(film)
A Stolen Life	1946	USA	/wiki/A_Stolen_Life_(1946_film)
A Story of Healing	1996	USA	/wiki/A_Story_of_Healing
A Stranger Among Us	1992	USA	/wiki/A_Stranger_Among_Us
A Stranger in My Arms	1959	USA	/wiki/A_Stranger_in_My_Arms
A Stranger in Town	1943	USA	/wiki/A_Stranger_in_Town
A Streetcar Named Desire	1951	USA	/wiki/A_Streetcar_Named_Desire_(1951_film)
A Study in Scarlet	1933	USA	/wiki/A_Study_in_Scarlet_(1933_film)
A Summer Place	1959	USA	/wiki/A_Summer_Place_(film)
A Swingin' Summer	1965	USA	/wiki/A_Swingin%27_Summer
A Symposium on Popular Songs	1962	USA	/wiki/A_Symposium_on_Popular_Songs
A Tale of Two Cities	1935	USA	/wiki/A_Tale_of_Two_Cities_(1935_film)
A Tale of Two Cities	1946	USA	/wiki/A_Tale_of_Two_Cities_(1946_film)
A Tale of Two Kitties	1942	USA	/wiki/A_Tale_of_Two_Kitties
A Tale of Two Mice	1945	USA	/wiki/A_Tale_of_Two_Mice
