20,000 Days on Earth	2014	UK	/wiki/20,000_Days_on_Earth
20,000 Leagues Under the Sea	1954	USA	/wiki/20,000_Leagues_Under_the_Sea_(1954_film)
20,000 Leagues Under the Sea	1997	USA	/wiki/20,000_Leagues_Under_the_Sea_(1997_Hallmark_film)
20,000 Leagues Under the Sea	1997	USA	/wiki/20,000_Leagues_Under_the_Sea_(1997_Village_Roadshow_film)
20,000 Men a Year	1939	USA	/wiki/20,000_Men_a_Year
20,000 Years in Sing Sing	1932	USA	/wiki/20,000_Years_in_Sing_Sing
200 Cigarettes	1999	USA	/wiki/200_Cigarettes
200 Motels	1971	USA	/wiki/200_Motels
2001: A Space Odyssey	1968	UK	/wiki/2001:_A_Space_Odyssey_(film)
2001: A Space Odyssey	1968	USA	/wiki/2001:_A_Space_Odyssey_(film)
2010	1984	USA	/wiki/2010_(film)
2012	2009	USA	/wiki/2012_(film)
21	2008	USA	/wiki/21_(2008_film)
21 Days	1940	UK	/wiki/21_Days
21 Grams	2003	USA	/wiki/21_Grams
21 Jump Street	2012	USA	/wiki/21_Jump_Street_(film)
21 and Over	2013	USA	/wiki/21_%26_Over_(film)
22 Jump Street	2014	USA	/wiki/22_Jump_Street
23 Paces to Baker Street	1956	USA	/wiki/23_Paces_to_Baker_Street
24 Hour Party People	2002	UK	/wiki/24_Hour_Party_People
24 Hours	1931	USA	/wiki/24_Hours_(1931_film)
24 Hours of a Woman's Life	1952	USA	/wiki/24_Hours_of_a_Woman%27s_Life
25th Hour	2002	USA	/wiki/25th_Hour
27 Dresses	2008	USA	/wiki/27_Dresses
27, Memory Lane	2014	UK	/wiki/27,_Memory_Lane_(film)
28 Days	2000	USA	/wiki/28_Days_(film)
28 Days Later	2002	UK	/wiki/28_Days_Later
28 Hotel Rooms	2012	USA	/wiki/28_Hotel_Rooms
28 Weeks Later	2007	UK	/wiki/28_Weeks_Later
29 Acacia Avenue	1945	UK	/wiki/29_Acacia_Avenue
29th Street	1991	USA	/wiki/29th_Street_(film)
3 Chains o' Gold	1994	USA	/wiki/3_Chains_o%27_Gold_(film)
3 Days to Kill	2014	USA	/wiki/3_Days_to_Kill
3 Dumb Clucks	1937	USA	/wiki/3_Dumb_Clucks
3 Geezers!	2013	USA	/wiki/3_Geezers!
3 Godfathers	1948	USA	/wiki/3_Godfathers
3 Men in White	1944	USA	/wiki/3_Men_in_White
3 Nights in the Desert	2015	USA	/wiki/3_Nights_in_the_Desert
3 Ninjas	1992	USA	/wiki/3_Ninjas_(film)
3 Ninjas Kick Back	1994	USA	/wiki/3_Ninjas_Kick_Back
3 Ninjas Knuckle Up	1995	USA	/wiki/3_Ninjas_Knuckle_Up
3 Nuts in Search of a Bolt	1964	USA	/wiki/3_Nuts_in_Search_of_a_Bolt
3 Ring Circus	1954	USA	/wiki/3_Ring_Circus
3 Strikes	2000	USA	/wiki/3_Strikes_(film)
3 Women	1977	USA	/wiki/3_Women
3,2,1... Frankie Go Boom	2012	USA	/wiki/3,2,1..._Frankie_Go_Boom
30 Days of Night	2007	USA	/wiki/30_Days_of_Night_(film)
30 Minutes or Less	2011	USA	/wiki/30_Minutes_or_Less
300	2007	USA	/wiki/300_(film)
3000 Miles to Graceland	2001	USA	/wiki/3000_Miles_to_Graceland
300: Rise of an Empire	2014	USA	/wiki/300:_Rise_of_an_Empire
35 and Ticking	2011	USA	/wiki/35_and_Ticking
36 Hours	1953	UK	/wiki/36_Hours_(1953_film)
36 Hours	1965	USA	/wiki/36_Hours_(1965_film)
36 Hours to Kill	1936	USA	/wiki/36_Hours_to_Kill
360	2011	UK	/wiki/360_(film)
365 Nights in Hollywood	1934	USA	/wiki/365_Nights_in_Hollywood
3:10 to Yuma	1957	USA	/wiki/3:10_to_Yuma_(1957_film)
3:10 to Yuma	2007	USA	/wiki/3:10_to_Yuma_(2007_film)
4 Little Girls	1997	USA	/wiki/4_Little_Girls
4 Minute Mile	2014	USA	/wiki/4_Minute_Mile
4 for Texas	1963	USA	/wiki/4_for_Texas
4.3.2.1	2010	UK	/wiki/4.3.2.1
40 Carats	1973	USA	/wiki/40_Carats_(film)
40 Days and 40 Nights	2002	USA	/wiki/40_Days_and_40_Nights
40 Days and Nights	2012	USA	/wiki/40_Days_and_Nights
40 Guns to Apache Pass	1967	USA	/wiki/40_Guns_to_Apache_Pass
42	2013	USA	/wiki/42_(film)
42nd Street	1933	USA	/wiki/42nd_Street_(film)
44 Inch Chest	2009	UK	/wiki/44_Inch_Chest
44 Minutes: The North Hollywood Shoot-Out	2003	USA	/wiki/44_Minutes:_The_North_Hollywood_Shoot-Out
45 Fathers	1937	USA	/wiki/45_Fathers
45 Years	2015	UK	/wiki/45_Years
47 Ronin	2013	USA	/wiki/47_Ronin_(2013_film)
48 Hrs.	1982	USA	/wiki/48_Hrs.
49th Parallel	1941	UK	/wiki/49th_Parallel_(film)
4D Man	1959	USA	/wiki/4D_Man
5 Against the House	1955	USA	/wiki/5_Against_the_House
5 Branded Women	1960	USA	/wiki/Five_Branded_Women
5 Card Stud	1968	USA	/wiki/5_Card_Stud
5 Fingers	1952	USA	/wiki/5_Fingers
5 Steps to Danger	1957	USA	/wiki/5_Steps_to_Danger
50 First Dates	2004	USA	/wiki/50_First_Dates
50 to 1	2014	USA	/wiki/50_to_1
50/50	2011	USA	/wiki/50/50_(2011_film)
51 Birch Street	2005	USA	/wiki/51_Birch_Street
52 Pick-Up	1986	USA	/wiki/52_Pick-Up
52nd Street	1937	USA	/wiki/52nd_Street_(film)
54	1998	USA	/wiki/54_(film)
55 Days at Peking	1963	USA	/wiki/55_Days_at_Peking
5th Ave Girl	1939	USA	/wiki/5th_Ave_Girl
6,000 Enemies	1939	USA	/wiki/6,000_Enemies
633 Squadron	1964	UK	/wiki/633_Squadron
6th Marine Division on Okinawa	1945	USA	/wiki/6th_Marine_Division_on_Okinawa
7 Faces of Dr. Lao	1964	USA	/wiki/7_Faces_of_Dr._Lao
7 Lives	2011	UK	/wiki/7_Lives
7 Women	1966	USA	/wiki/7_Women
711 Ocean Drive	1950	USA	/wiki/711_Ocean_Drive
77 Park Lane	1931	UK	/wiki/77_Park_Lane
7th Cavalry	1956	USA	/wiki/7th_Cavalry_(film)
8 Ball Bunny	1950	USA	/wiki/8_Ball_Bunny
8 Heads in a Duffel Bag	1997	USA	/wiki/8_Heads_in_a_Duffel_Bag
8 Mile	2002	USA	/wiki/8_Mile_(film)
8 Million Ways to Die	1986	USA	/wiki/8_Million_Ways_to_Die
8 Seconds	1994	USA	/wiki/8_Seconds
8 x 8	1957	USA	/wiki/8_%C3%97_8:_A_Chess_Sonata_in_8_Movements
80,000 Suspects	1963	UK	/wiki/80,000_Suspects
84 Charing Cross Road	1987	UK	/wiki/84_Charing_Cross_Road_(film)
84 Charing Cross Road	1987	USA	/wiki/84_Charing_Cross_Road_(film)
84C MoPic	1989	USA	/wiki/84C_MoPic
88 Minutes	2008	USA	/wiki/88_Minutes
8: The Mormon Proposition	2010	USA	/wiki/8:_The_Mormon_Proposition
8mm	1999	USA	/wiki/8mm_(film)
8½ Women	1999	UK	/wiki/8%C2%BD_Women
9	2009	USA	/wiki/9_(2009_animated_film)
9 Full Moons	2013	USA	/wiki/9_Full_Moons
9 Songs	2004	UK	/wiki/9_Songs
9/Tenths	2006	USA	/wiki/9/Tenths
92 in the Shade	1975	USA	/wiki/92_in_the_Shade
99 River Street	1953	USA	/wiki/99_River_Street
99 and 44/100% Dead	1974	USA	/wiki/99_and_44/100%25_Dead
9½ Weeks	1986	USA	/wiki/9%C2%BD_Weeks
A Bear For Punishment	1951	USA	/wiki/A_Bear_For_Punishment
A Beautiful Mind	2001	USA	/wiki/A_Beautiful_Mind_(film)
A Bedtime Story	1933	USA	/wiki/A_Bedtime_Story
A Bell for Adano	1945	USA	/wiki/A_Bell_for_Adano
A Better Life	2011	USA	/wiki/A_Better_Life
A Better Place	1997	USA	/wiki/A_Better_Place
A Better Tomorrow 2	1987	USA	/wiki/A_Better_Tomorrow_2
A Big Hand for the Little Lady	1966	USA	/wiki/A_Big_Hand_for_the_Little_Lady
A Bill of Divorcement	1932	USA	/wiki/A_Bill_of_Divorcement_(1932_film)
A Bill of Divorcement	1940	USA	/wiki/A_Bill_of_Divorcement_(1940_film)
A Bird in the Head	1946	USA	/wiki/A_Bird_in_the_Head
A Blueprint for Murder	1953	USA	/wiki/A_Blueprint_for_Murder
A Bone for a Bone	1951	USA	/wiki/A_Bone_for_a_Bone
A Boy Called Dad	2009	UK	/wiki/A_Boy_Called_Dad_(film)
A Boy Named Charlie Brown	1969	USA	/wiki/A_Boy_Named_Charlie_Brown
A Boy Named Sue	2000	USA	/wiki/A_Boy_Named_Sue_(film)
A Boy Named Sue	2001	USA	/wiki/A_Boy_Named_Sue_(film)
A Boy and His Dog	1975	USA	/wiki/A_Boy_and_His_Dog_(1975_film)
A Boy, a Girl and a Bike	1949	UK	/wiki/A_Boy,_a_Girl_and_a_Bike
A Boy... a Girl	1959	USA	/wiki/A_Boy..._a_Girl
A Breath of Scandal	1960	USA	/wiki/A_Breath_of_Scandal
A Bridge Too Far	1977	UK	/wiki/A_Bridge_Too_Far_(1977_film)
A Bridge Too Far	1977	USA	/wiki/A_Bridge_Too_Far_(film)
A Brief History of Time	1991	USA	/wiki/A_Brief_History_of_Time_(film)
A Bronx Tale	1993	USA	/wiki/A_Bronx_Tale
A Brooklyn State of Mind	1997	USA	/wiki/A_Brooklyn_State_of_Mind
A Bucket of Blood	1959	USA	/wiki/A_Bucket_of_Blood
A Bucket of Blood	1995	USA	/wiki/A_Bucket_of_Blood_(1995_film)
A Bug's Life	1998	USA	/wiki/A_Bug%27s_Life
A Bullet for Joey	1955	USA	/wiki/A_Bullet_for_Joey
A Bunch of Amateurs	2008	UK	/wiki/A_Bunch_of_Amateurs
A Business Affair	1994	UK	/wiki/A_Business_Affair
A Canterbury Tale	1944	UK	/wiki/A_Canterbury_Tale
A Certain Smile	1958	USA	/wiki/A_Certain_Smile_(film)
A Challenge for Robin Hood	1967	UK	/wiki/A_Challenge_for_Robin_Hood
A Challenge to Democracy	1943	USA	/wiki/A_Challenge_to_Democracy
A Change of Seasons	1980	USA	/wiki/A_Change_of_Seasons_(film)
A Child Is Born	1939	USA	/wiki/A_Child_Is_Born_(film)
A Child is Waiting	1963	USA	/wiki/A_Child_is_Waiting
A Chorus of Disapproval	1988	UK	/wiki/A_Chorus_of_Disapproval_(film)
A Christmas Carol	1938	USA	/wiki/A_Christmas_Carol_(1938_film)
A Christmas Carol	1997	USA	/wiki/A_Christmas_Carol_(1997_film)
A Christmas Carol	2009	USA	/wiki/A_Christmas_Carol_(2009_film)
A Christmas Story	1983	USA	/wiki/A_Christmas_Story
A Chump at Oxford	1940	USA	/wiki/A_Chump_at_Oxford
A Cinderella Story	2004	USA	/wiki/A_Cinderella_Story
A Circle of Deception	1960	UK	/wiki/A_Circle_of_Deception
A Circle of Deception	1960	USA	/wiki/A_Circle_of_Deception
A Civil Action	1998	USA	/wiki/A_Civil_Action_(film)
A Clockwork Orange	1971	UK	/wiki/A_Clockwork_Orange_(film)
A Cock and Bull Story	2006	UK	/wiki/A_Cock_and_Bull_Story
A Complete History of My Sexual Failures	2008	UK	/wiki/A_Complete_History_of_My_Sexual_Failures
A Congregation of Ghosts	2009	UK	/wiki/A_Congregation_of_Ghosts
A Connecticut Yankee	1931	USA	/wiki/A_Connecticut_Yankee_(film)
A Connecticut Yankee in King Arthur's Court	1949	USA	/wiki/A_Connecticut_Yankee_in_King_Arthur%27s_Court_(1949_film)
A Cop	1972	USA	/wiki/Un_flic
A Countess from Hong Kong	1967	UK	/wiki/A_Countess_from_Hong_Kong
A Cry from the Streets	1958	UK	/wiki/A_Cry_from_the_Streets
A Cry in the Dark	1988	USA	/wiki/A_Cry_in_the_Dark
A Cry in the Night	1956	USA	/wiki/A_Cry_in_the_Night_(film)
A Cup of Kindness	1934	UK	/wiki/A_Cup_of_Kindness_(film)
A Damsel in Distress	1937	USA	/wiki/A_Damsel_in_Distress_(film)
A Dandy in Aspic	1968	UK	/wiki/A_Dandy_in_Aspic
A Dangerous Method	2011	UK	/wiki/A_Dangerous_Method
A Dangerous Profession	1949	USA	/wiki/A_Dangerous_Profession
A Dangerous Woman	1993	USA	/wiki/A_Dangerous_Woman_(1993_film)
A Dark Reflection	2015	UK	/wiki/A_Dark_Reflection
A Date with Judy	1948	USA	/wiki/A_Date_with_Judy_(film)
A Date with Your Family	1950	USA	/wiki/A_Date_with_Your_Family
A Date with a Dream	1948	UK	/wiki/A_Date_with_a_Dream
A Day Without a Mexican	2004	USA	/wiki/A_Day_Without_a_Mexican
A Day at the Beach	1970	UK	/wiki/A_Day_at_the_Beach
A Day at the Beach	1970	USA	/wiki/A_Day_at_the_Beach
A Day at the Races	1937	USA	/wiki/A_Day_at_the_Races_(film)
A Day in the Death of Joe Egg	1972	UK	/wiki/A_Day_in_the_Death_of_Joe_Egg_(film)
A Defeated People	1946	UK	/wiki/A_Defeated_People
A Delicate Balance	1973	USA	/wiki/A_Delicate_Balance_(film)
A Different Story	1978	USA	/wiki/A_Different_Story
A Dirty Shame	2004	USA	/wiki/A_Dirty_Shame
A Dispatch from Reuter's	1940	USA	/wiki/A_Dispatch_from_Reuter%27s
A Distant Thunder	1978	USA	/wiki/A_Distant_Thunder_(1978_film)
A Distant Trumpet	1964	USA	/wiki/A_Distant_Trumpet
A Divine Double Feature	1990	USA	/wiki/A_Divine_Double_Feature
A Dog of Flanders	1935	USA	/wiki/A_Dog_of_Flanders_(1935_film)
A Dog of Flanders	1999	USA	/wiki/A_Dog_of_Flanders_(1999_film)
A Doll's House	1973	UK	/wiki/A_Doll%27s_House_(1973_Garland_film)
A Doll's House	1973	UK	/wiki/A_Doll%27s_House_(1973_Losey_film)
A Double Life	1947	USA	/wiki/A_Double_Life
A Dozen Summers	2015	UK	/wiki/A_Dozen_Summers
A Dry White Season	1989	USA	/wiki/A_Dry_White_Season
A Ducking They Did Go	1939	USA	/wiki/A_Ducking_They_Did_Go
A Face in the Crowd	1957	USA	/wiki/A_Face_in_the_Crowd_(film)
A Face in the Fog	1936	USA	/wiki/A_Face_in_the_Fog
A Family Affair	1937	USA	/wiki/A_Family_Affair_(1937_film)
A Family Thing	1996	USA	/wiki/A_Family_Thing
A Fantastic Fear of Everything	2012	UK	/wiki/A_Fantastic_Fear_of_Everything
A Far Off Place	1993	USA	/wiki/A_Far_Off_Place
A Farewell to Arms	1932	USA	/wiki/A_Farewell_to_Arms_(1932_film)
A Farewell to Arms	1957	USA	/wiki/A_Farewell_to_Arms_(1957_film)
A Feather in His Hare	1948	USA	/wiki/A_Feather_in_His_Hare
A Fever in the Blood	1961	USA	/wiki/A_Fever_in_the_Blood
A Few Best Men	2011	UK	/wiki/A_Few_Best_Men
A Few Good Men	1992	USA	/wiki/A_Few_Good_Men
A Field in England	2013	UK	/wiki/A_Field_in_England
A Fig Leaf for Eve	1944	USA	/wiki/A_Fig_Leaf_for_Eve
A Fine Madness	1966	USA	/wiki/A_Fine_Madness
A Fine Mess	1986	USA	/wiki/A_Fine_Mess_(film)
A Fire Has Been Arranged	1935	UK	/wiki/A_Fire_Has_Been_Arranged
A Fish Called Wanda	1988	UK	/wiki/A_Fish_Called_Wanda
A Fish Called Wanda	1988	USA	/wiki/A_Fish_Called_Wanda
A Force of One	1979	USA	/wiki/A_Force_of_One
A Foreign Affair	1948	USA	/wiki/A_Foreign_Affair
A Foreign Field	1993	UK	/wiki/A_Foreign_Field
A Fractured Leghorn	1950	USA	/wiki/A_Fractured_Leghorn
A Free Soul	1931	USA	/wiki/A_Free_Soul
A French Mistress	1960	UK	/wiki/A_French_Mistress
A Fugitive from Justice	1940	USA	/wiki/A_Fugitive_from_Justice
A Funny Thing Happened on the Way to the Forum	1966	UK	/wiki/A_Funny_Thing_Happened_on_the_Way_to_the_Forum_(film)
A Funny Thing Happened on the Way to the Forum	1966	USA	/wiki/A_Funny_Thing_Happened_on_the_Way_to_the_Forum_(film)
A Further Gesture	1997	UK	/wiki/A_Further_Gesture
A Game for Vultures	1979	UK	/wiki/A_Game_for_Vultures
A Gathering of Eagles	1963	USA	/wiki/A_Gathering_of_Eagles
A Gem of a Jam	1943	USA	/wiki/A_Gem_of_a_Jam
A Girl Must Live	1939	UK	/wiki/A_Girl_Must_Live
A Girl Named Tamiko	1962	USA	/wiki/A_Girl_Named_Tamiko
A Girl in Every Port	1952	USA	/wiki/A_Girl_in_Every_Port_(1952_film)
A Girl in a Million	1946	UK	/wiki/A_Girl_in_a_Million
A Global Affair	1964	USA	/wiki/A_Global_Affair
A Good Old Fashioned Orgy	2011	USA	/wiki/A_Good_Old_Fashioned_Orgy
A Good Year	2006	UK	/wiki/A_Good_Year
A Good Year	2006	USA	/wiki/A_Good_Year
A Goofy Movie	1995	USA	/wiki/A_Goofy_Movie
A Great Wall	1986	USA	/wiki/A_Great_Wall
A Guide for the Married Man	1967	USA	/wiki/A_Guide_for_the_Married_Man
A Guide to Recognizing Your Saints	2006	USA	/wiki/A_Guide_to_Recognizing_Your_Saints
A Gunfight	1971	USA	/wiki/A_Gunfight
A Guy Named Joe	1943	USA	/wiki/A_Guy_Named_Joe
A Guy Thing	2003	USA	/wiki/A_Guy_Thing
A Handful of Dust	1988	UK	/wiki/A_Handful_of_Dust_(film)
A Hard Day's Night	1964	UK	/wiki/A_Hard_Day%27s_Night_(film)
A Hatful of Rain	1957	USA	/wiki/A_Hatful_of_Rain
A Haunted House 2	2014	USA	/wiki/A_Haunted_House_2
A High Wind in Jamaica	1965	UK	/wiki/A_High_Wind_in_Jamaica_(film)
A High Wind in Jamaica	1965	USA	/wiki/A_High_Wind_in_Jamaica_(film)
A Hill in Korea	1956	UK	/wiki/A_Hill_in_Korea
A History of Violence	2005	USA	/wiki/A_History_of_Violence_(film)
A Hobo's Christmas	1987	USA	/wiki/A_Hobo%27s_Christmas
A Hole in the Head	1959	USA	/wiki/A_Hole_in_the_Head
A Home at the End of the World	2004	USA	/wiki/A_Home_at_the_End_of_the_World_(film)
A Home of Our Own	1993	USA	/wiki/A_Home_of_Our_Own
A Home of Your Own	1964	UK	/wiki/A_Home_of_Your_Own
A Home of Your Own	1967	UK	/wiki/A_Home_of_Your_Own
A Honeymoon Adventure	1931	UK	/wiki/A_Honeymoon_Adventure
A House Is Not a Home	1964	USA	/wiki/A_House_Is_Not_a_Home_(film)
A House in the Hills	1993	USA	/wiki/A_House_in_the_Hills
A Jolly Bad Fellow	1964	UK	/wiki/A_Jolly_Bad_Fellow
A Kid for Two Farthings	1955	UK	/wiki/A_Kid_for_Two_Farthings_(film)
A Kid in King Arthur's Court	1995	USA	/wiki/A_Kid_in_King_Arthur%27s_Court
A Kind of Loving	1962	UK	/wiki/A_Kind_of_Loving_(film)
A King in New York	1957	UK	/wiki/A_King_in_New_York
A Kiss Before Dying	1956	USA	/wiki/A_Kiss_Before_Dying_(1956_film)
A Kiss Before Dying	1991	USA	/wiki/A_Kiss_Before_Dying_(1991_film)
A Kiss in the Dark	1949	USA	/wiki/A_Kiss_in_the_Dark
A Knight's Tale	2001	USA	/wiki/A_Knight%27s_Tale
A Lady Mislaid	1958	UK	/wiki/A_Lady_Mislaid
A Lady Without Passport	1950	USA	/wiki/A_Lady_Without_Passport
A Landscape of Lies	2011	UK	/wiki/A_Landscape_of_Lies
A League of Their Own	1992	USA	/wiki/A_League_of_Their_Own
A Letter to Three Wives	1949	USA	/wiki/A_Letter_to_Three_Wives
A Liar's Autobiography: The Untrue Story of Monty Python's Graham Chapman	2012	UK	/wiki/A_Liar%27s_Autobiography:_The_Untrue_Story_of_Monty_Python%27s_Graham_Chapman
A Life Less Ordinary	1997	USA	/wiki/A_Life_Less_Ordinary
A Life at Stake	1954	USA	/wiki/A_Life_at_Stake
A Life of Her Own	1950	USA	/wiki/A_Life_of_Her_Own
A Likely Story	1947	USA	/wiki/A_Likely_Story
A Lion Is in the Streets	1953	USA	/wiki/A_Lion_Is_in_the_Streets
A Little Bit of Heaven	1940	USA	/wiki/A_Little_Bit_of_Heaven_(1940_film)
A Little Bit of Heaven	2012	USA	/wiki/A_Little_Bit_of_Heaven_(2011_film)
A Little Chaos	2014	UK	/wiki/A_Little_Chaos
A Little Help	2010	USA	/wiki/A_Little_Help
A Little Night Music	1977	USA	/wiki/A_Little_Night_Music_(film)
A Little Princess	1995	USA	/wiki/A_Little_Princess_(1995_film)
A Little Romance	1979	USA	/wiki/A_Little_Romance
A Lonely Place to Die	2011	UK	/wiki/A_Lonely_Place_to_Die
A Long Way Down	2014	UK	/wiki/A_Long_Way_Down_(film)
A Lost Lady	1934	USA	/wiki/A_Lost_Lady_(film)
A Lot Like Love	2005	USA	/wiki/A_Lot_Like_Love
A Love Song for Bobby Long	2004	USA	/wiki/A_Love_Song_for_Bobby_Long
A Lovely Way to Die	1968	USA	/wiki/A_Lovely_Way_to_Die
A Low Down Dirty Shame	1994	USA	/wiki/A_Low_Down_Dirty_Shame_(film)
A Madea Christmas	2013	USA	/wiki/A_Madea_Christmas_(film)
A Majority of One	1961	USA	/wiki/A_Majority_of_One_(film)
A Man About the House	1947	UK	/wiki/A_Man_About_the_House_(film)
A Man Apart	2003	USA	/wiki/A_Man_Apart
A Man Called Horse	1970	USA	/wiki/A_Man_Called_Horse_(1970_film)
A Man Called Horse	1976	USA	/wiki/A_Man_Called_Horse_(film)
A Man Called Peter	1955	USA	/wiki/A_Man_Called_Peter
A Man Called Sarge	1990	USA	/wiki/A_Man_Called_Sarge
A Man Could Get Killed	1966	USA	/wiki/A_Man_Could_Get_Killed
A Man for All Seasons	1966	UK	/wiki/A_Man_for_All_Seasons_(1966_film)
A Man for All Seasons	1988	USA	/wiki/A_Man_for_All_Seasons_(1988_film)
A Man of Mayfair	1931	UK	/wiki/A_Man_of_Mayfair
A Man of No Importance	1994	UK	/wiki/A_Man_of_No_Importance_(film)
A Man to Remember	1938	USA	/wiki/A_Man_to_Remember
A Map of the World	1999	USA	/wiki/A_Map_of_the_World_(film)
A Matter of Choice	1963	UK	/wiki/A_Matter_of_Choice
A Matter of Life and Death	1946	UK	/wiki/A_Matter_of_Life_and_Death_(film)
A Matter of Loaf and Death	2008	UK	/wiki/A_Matter_of_Loaf_and_Death
A Matter of Murder	1949	UK	/wiki/A_Matter_of_Murder
A Matter of Time	1976	USA	/wiki/A_Matter_of_Time_(1976_film)
A Matter of WHO	1961	UK	/wiki/A_Matter_of_WHO
A Medal for Benny	1945	USA	/wiki/A_Medal_for_Benny
A Merry Friggin' Christmas	2014	USA	/wiki/A_Merry_Friggin%27_Christmas
A Merry Mix Up	1957	USA	/wiki/A_Merry_Mix_Up
A Message to Garcia	1936	USA	/wiki/A_Message_to_Garcia_(1936_film)
A Midnight Clear	1992	USA	/wiki/A_Midnight_Clear
A Midsummer Night's Dream	1935	USA	/wiki/A_Midsummer_Night%27s_Dream_(1935_film)
A Midsummer Night's Dream	1968	UK	/wiki/A_Midsummer_Night%27s_Dream_(1968_film)
A Midsummer Night's Dream	1999	USA	/wiki/A_Midsummer_Night%27s_Dream_(1999_film)
A Midsummer Night's Sex Comedy	1982	USA	/wiki/A_Midsummer_Night%27s_Sex_Comedy
A Midwinter's Tale	1995	USA	/wiki/A_Midwinter%27s_Tale
A Mighty Heart	2007	USA	/wiki/A_Mighty_Heart_(film)
A Mighty Wind	2003	USA	/wiki/A_Mighty_Wind
A Million Ways to Die in the West	2014	USA	/wiki/A_Million_Ways_to_Die_in_the_West
A Million to Juan	1994	USA	/wiki/A_Million_to_Juan
A Million to One	1937	USA	/wiki/A_Million_to_One
A Millionaire for Christy	1951	USA	/wiki/A_Millionaire_for_Christy
A Modern Twain Story: The Prince and the Pauper	2007	USA	/wiki/A_Modern_Twain_Story:_The_Prince_and_the_Pauper
A Mom for Christmas	1990	USA	/wiki/A_Mom_for_Christmas
A Month by the Lake	1995	UK	/wiki/A_Month_by_the_Lake
A Month in the Country	1987	UK	/wiki/A_Month_in_the_Country_(film)
A Most Wanted Man	2014	UK	/wiki/A_Most_Wanted_Man_(film)
